Border,Date,Measure,Value,Average
US-Canada Border,08/01/1998 12:00:00 AM,Truck Containers Full,395869,182169
US-Mexico Border,08/01/1998 12:00:00 AM,Bus Passengers,327173,221856
US-Mexico Border,08/01/1998 12:00:00 AM,Trucks,316024,298695
US-Mexico Border,08/01/1998 12:00:00 AM,Truck Containers Full,146470,149024
US-Mexico Border,08/01/1998 12:00:00 AM,Truck Containers Empty,128320,126831
US-Canada Border,08/01/1998 12:00:00 AM,Rail Containers Full,80387,40895
US-Canada Border,08/01/1998 12:00:00 AM,Pedestrians,80025,48629
US-Canada Border,08/01/1998 12:00:00 AM,Truck Containers Empty,62411,31061
US-Canada Border,08/01/1998 12:00:00 AM,Train Passengers,32218,19512
US-Canada Border,08/01/1998 12:00:00 AM,Rail Containers Empty,30120,15177
US-Mexico Border,08/01/1998 12:00:00 AM,Buses,22685,16041
US-Canada Border,08/01/1998 12:00:00 AM,Buses,20398,14111
US-Mexico Border,08/01/1998 12:00:00 AM,Rail Containers Full,17069,12708
US-Mexico Border,08/01/1998 12:00:00 AM,Rail Containers Empty,16293,14247
US-Canada Border,08/01/1998 12:00:00 AM,Trains,2684,2783
US-Mexico Border,08/01/1998 12:00:00 AM,Train Passengers,1035,953
US-Mexico Border,08/01/1998 12:00:00 AM,Trains,502,593
US-Mexico Border,07/01/1998 12:00:00 AM,Personal Vehicle Passengers,18363970,16610041
US-Canada Border,07/01/1998 12:00:00 AM,Personal Vehicle Passengers,10112279,7818441
US-Mexico Border,07/01/1998 12:00:00 AM,Personal Vehicles,6815671,6138814
US-Canada Border,07/01/1998 12:00:00 AM,Personal Vehicles,4012998,3188864
US-Mexico Border,07/01/1998 12:00:00 AM,Pedestrians,3276123,3358860
US-Canada Border,07/01/1998 12:00:00 AM,Trucks,483125,480047
US-Canada Border,07/01/1998 12:00:00 AM,Bus Passengers,456603,327215
US-Mexico Border,07/01/1998 12:00:00 AM,Bus Passengers,338899,217954
US-Mexico Border,07/01/1998 12:00:00 AM,Trucks,321469,297936
US-Canada Border,07/01/1998 12:00:00 AM,Truck Containers Full,319806,177581
US-Mexico Border,07/01/1998 12:00:00 AM,Truck Containers Full,161387,148612
US-Mexico Border,07/01/1998 12:00:00 AM,Truck Containers Empty,137909,126462
US-Canada Border,07/01/1998 12:00:00 AM,Pedestrians,83067,47481
US-Canada Border,07/01/1998 12:00:00 AM,Rail Containers Full,74907,39762
US-Canada Border,07/01/1998 12:00:00 AM,Truck Containers Empty,60078,30094
US-Canada Border,07/01/1998 12:00:00 AM,Train Passengers,30824,19135
US-Canada Border,07/01/1998 12:00:00 AM,Rail Containers Empty,26674,14794
US-Mexico Border,07/01/1998 12:00:00 AM,Buses,22639,15821
US-Canada Border,07/01/1998 12:00:00 AM,Buses,20089,13912
US-Mexico Border,07/01/1998 12:00:00 AM,Rail Containers Empty,16021,14188
US-Mexico Border,07/01/1998 12:00:00 AM,Rail Containers Full,13542,12680
US-Canada Border,07/01/1998 12:00:00 AM,Trains,2544,2791
US-Mexico Border,07/01/1998 12:00:00 AM,Train Passengers,661,962
US-Mexico Border,07/01/1998 12:00:00 AM,Trains,470,597
US-Mexico Border,06/01/1998 12:00:00 AM,Personal Vehicle Passengers,18848768,16532844
US-Canada Border,06/01/1998 12:00:00 AM,Personal Vehicle Passengers,7938073,7814315
US-Mexico Border,06/01/1998 12:00:00 AM,Personal Vehicles,6983818,6109676
US-Mexico Border,06/01/1998 12:00:00 AM,Pedestrians,3439384,3356084
US-Canada Border,06/01/1998 12:00:00 AM,Personal Vehicles,3268398,3186122
US-Canada Border,06/01/1998 12:00:00 AM,Trucks,539513,477996
US-Canada Border,06/01/1998 12:00:00 AM,Bus Passengers,434358,323521
US-Mexico Border,06/01/1998 12:00:00 AM,Trucks,339169,296515
US-Canada Border,06/01/1998 12:00:00 AM,Truck Containers Full,326411,172449
US-Mexico Border,06/01/1998 12:00:00 AM,Bus Passengers,319580,214450
US-Mexico Border,06/01/1998 12:00:00 AM,Truck Containers Full,165880,148016
US-Mexico Border,06/01/1998 12:00:00 AM,Truck Containers Empty,135674,126145
US-Canada Border,06/01/1998 12:00:00 AM,Pedestrians,74913,46535
US-Canada Border,06/01/1998 12:00:00 AM,Rail Containers Full,71913,38653
US-Canada Border,06/01/1998 12:00:00 AM,Truck Containers Empty,55258,29226
US-Canada Border,06/01/1998 12:00:00 AM,Train Passengers,25519,18915
US-Canada Border,06/01/1998 12:00:00 AM,Rail Containers Empty,24742,14451
US-Mexico Border,06/01/1998 12:00:00 AM,Buses,21719,15618
US-Canada Border,06/01/1998 12:00:00 AM,Buses,18810,13743
US-Mexico Border,06/01/1998 12:00:00 AM,Rail Containers Empty,18543,14038
US-Mexico Border,06/01/1998 12:00:00 AM,Rail Containers Full,15818,12572
US-Canada Border,06/01/1998 12:00:00 AM,Trains,2722,2793
US-Mexico Border,06/01/1998 12:00:00 AM,Train Passengers,1046,960
US-Mexico Border,06/01/1998 12:00:00 AM,Trains,465,602
US-Mexico Border,05/01/1998 12:00:00 AM,Personal Vehicle Passengers,19427292,16429471
US-Canada Border,05/01/1998 12:00:00 AM,Personal Vehicle Passengers,7589843,7822332
US-Mexico Border,05/01/1998 12:00:00 AM,Personal Vehicles,7198152,6070801
US-Mexico Border,05/01/1998 12:00:00 AM,Pedestrians,3802096,3340155
US-Canada Border,05/01/1998 12:00:00 AM,Personal Vehicles,3208112,3185336
US-Canada Border,05/01/1998 12:00:00 AM,Trucks,535394,475946
US-Canada Border,05/01/1998 12:00:00 AM,Bus Passengers,411332,320384
US-Mexico Border,05/01/1998 12:00:00 AM,Trucks,329961,295320
US-Mexico Border,05/01/1998 12:00:00 AM,Bus Passengers,315528,210840
US-Canada Border,05/01/1998 12:00:00 AM,Truck Containers Full,314318,167382
US-Mexico Border,05/01/1998 12:00:00 AM,Truck Containers Full,165636,147387
US-Mexico Border,05/01/1998 12:00:00 AM,Truck Containers Empty,135023,125828
US-Canada Border,05/01/1998 12:00:00 AM,Pedestrians,75936,45485
US-Canada Border,05/01/1998 12:00:00 AM,Rail Containers Full,67847,37610
US-Canada Border,05/01/1998 12:00:00 AM,Truck Containers Empty,52708,28387
US-Canada Border,05/01/1998 12:00:00 AM,Rail Containers Empty,25561,14054
US-Mexico Border,05/01/1998 12:00:00 AM,Rail Containers Empty,23086,13715
US-Mexico Border,05/01/1998 12:00:00 AM,Buses,22511,15372
US-Canada Border,05/01/1998 12:00:00 AM,Train Passengers,20434,18860
US-Canada Border,05/01/1998 12:00:00 AM,Buses,17113,13622
US-Mexico Border,05/01/1998 12:00:00 AM,Rail Containers Full,15452,12469
US-Canada Border,05/01/1998 12:00:00 AM,Trains,2882,2790
US-Mexico Border,05/01/1998 12:00:00 AM,Train Passengers,1547,939
US-Mexico Border,05/01/1998 12:00:00 AM,Trains,494,605
US-Mexico Border,04/01/1998 12:00:00 AM,Personal Vehicle Passengers,18906975,16337711
US-Canada Border,04/01/1998 12:00:00 AM,Personal Vehicle Passengers,7091059,7849416
US-Mexico Border,04/01/1998 12:00:00 AM,Personal Vehicles,6991952,6036685
US-Mexico Border,04/01/1998 12:00:00 AM,Pedestrians,3676801,3327686
US-Canada Border,04/01/1998 12:00:00 AM,Personal Vehicles,2925192,3194971
US-Canada Border,04/01/1998 12:00:00 AM,Trucks,535958,473723
US-Mexico Border,04/01/1998 12:00:00 AM,Trucks,343816,293524
US-Canada Border,04/01/1998 12:00:00 AM,Truck Containers Full,335081,161171
US-Mexico Border,04/01/1998 12:00:00 AM,Bus Passengers,322352,206710
US-Canada Border,04/01/1998 12:00:00 AM,Bus Passengers,314888,320588
US-Mexico Border,04/01/1998 12:00:00 AM,Truck Containers Full,188720,145856
US-Mexico Border,04/01/1998 12:00:00 AM,Truck Containers Empty,153082,124818
US-Canada Border,04/01/1998 12:00:00 AM,Rail Containers Full,63612,36647
US-Canada Border,04/01/1998 12:00:00 AM,Truck Containers Empty,52381,27498
US-Canada Border,04/01/1998 12:00:00 AM,Pedestrians,34664,45886
US-Mexico Border,04/01/1998 12:00:00 AM,Buses,22225,15118
US-Canada Border,04/01/1998 12:00:00 AM,Rail Containers Empty,21988,13760
US-Canada Border,04/01/1998 12:00:00 AM,Train Passengers,17792,18900
US-Mexico Border,04/01/1998 12:00:00 AM,Rail Containers Empty,17773,13565
US-Mexico Border,04/01/1998 12:00:00 AM,Rail Containers Full,13986,12413
US-Canada Border,04/01/1998 12:00:00 AM,Buses,13252,13636
US-Canada Border,04/01/1998 12:00:00 AM,Trains,2883,2787
US-Mexico Border,04/01/1998 12:00:00 AM,Train Passengers,908,940
US-Mexico Border,04/01/1998 12:00:00 AM,Trains,452,611
US-Mexico Border,03/01/1998 12:00:00 AM,Personal Vehicle Passengers,19218997,16226893
US-Mexico Border,03/01/1998 12:00:00 AM,Personal Vehicles,7110640,5995379
US-Canada Border,03/01/1998 12:00:00 AM,Personal Vehicle Passengers,6513374,7900803
US-Mexico Border,03/01/1998 12:00:00 AM,Pedestrians,4253971,3292060
US-Canada Border,03/01/1998 12:00:00 AM,Personal Vehicles,2770818,3211285
US-Canada Border,03/01/1998 12:00:00 AM,Trucks,554052,470634
US-Mexico Border,03/01/1998 12:00:00 AM,Trucks,353328,291224
US-Canada Border,03/01/1998 12:00:00 AM,Truck Containers Full,342468,154198
US-Mexico Border,03/01/1998 12:00:00 AM,Bus Passengers,317780,202438
US-Canada Border,03/01/1998 12:00:00 AM,Bus Passengers,242737,323582
US-Mexico Border,03/01/1998 12:00:00 AM,Truck Containers Full,192910,144047
US-Mexico Border,03/01/1998 12:00:00 AM,Truck Containers Empty,162994,123350
US-Canada Border,03/01/1998 12:00:00 AM,Rail Containers Full,64924,35560
US-Canada Border,03/01/1998 12:00:00 AM,Truck Containers Empty,53451,26500
US-Canada Border,03/01/1998 12:00:00 AM,Pedestrians,27687,46585
US-Canada Border,03/01/1998 12:00:00 AM,Rail Containers Empty,22504,13424
US-Mexico Border,03/01/1998 12:00:00 AM,Buses,22234,14844
US-Canada Border,03/01/1998 12:00:00 AM,Train Passengers,16523,18991
US-Mexico Border,03/01/1998 12:00:00 AM,Rail Containers Empty,15381,13495
US-Mexico Border,03/01/1998 12:00:00 AM,Rail Containers Full,13631,12366
US-Canada Border,03/01/1998 12:00:00 AM,Buses,10969,13739
US-Canada Border,03/01/1998 12:00:00 AM,Trains,2958,2780
US-Mexico Border,03/01/1998 12:00:00 AM,Train Passengers,1038,936
US-Mexico Border,03/01/1998 12:00:00 AM,Trains,453,617
US-Mexico Border,02/01/1998 12:00:00 AM,Personal Vehicle Passengers,16969272,16197197
US-Mexico Border,02/01/1998 12:00:00 AM,Personal Vehicles,6316575,5982531
US-Canada Border,02/01/1998 12:00:00 AM,Personal Vehicle Passengers,5876741,7981765
US-Mexico Border,02/01/1998 12:00:00 AM,Pedestrians,3627623,3278637
US-Canada Border,02/01/1998 12:00:00 AM,Personal Vehicles,2507357,3239442
US-Canada Border,02/01/1998 12:00:00 AM,Trucks,490822,469826
US-Canada Border,02/01/1998 12:00:00 AM,Truck Containers Full,318789,147615
US-Mexico Border,02/01/1998 12:00:00 AM,Trucks,309688,290485
US-Mexico Border,02/01/1998 12:00:00 AM,Bus Passengers,252030,200455
US-Canada Border,02/01/1998 12:00:00 AM,Bus Passengers,217992,327806
US-Mexico Border,02/01/1998 12:00:00 AM,Truck Containers Full,152599,143704
US-Mexico Border,02/01/1998 12:00:00 AM,Truck Containers Empty,131150,123038
US-Canada Border,02/01/1998 12:00:00 AM,Rail Containers Full,69286,34211
US-Canada Border,02/01/1998 12:00:00 AM,Truck Containers Empty,47429,25663
US-Canada Border,02/01/1998 12:00:00 AM,Pedestrians,25561,47426
US-Canada Border,02/01/1998 12:00:00 AM,Rail Containers Empty,24278,12990
US-Mexico Border,02/01/1998 12:00:00 AM,Buses,19192,14670
US-Canada Border,02/01/1998 12:00:00 AM,Train Passengers,15453,19133
US-Mexico Border,02/01/1998 12:00:00 AM,Rail Containers Empty,12485,13535
US-Mexico Border,02/01/1998 12:00:00 AM,Rail Containers Full,11427,12404
US-Canada Border,02/01/1998 12:00:00 AM,Buses,10103,13884
US-Canada Border,02/01/1998 12:00:00 AM,Trains,4778,2700
US-Mexico Border,02/01/1998 12:00:00 AM,Train Passengers,704,945
US-Mexico Border,02/01/1998 12:00:00 AM,Trains,389,626
US-Mexico Border,01/01/1998 12:00:00 AM,Personal Vehicle Passengers,19052457,16078228
US-Mexico Border,01/01/1998 12:00:00 AM,Personal Vehicles,7080923,5936765
US-Canada Border,01/01/1998 12:00:00 AM,Personal Vehicle Passengers,5826406,8071572
US-Mexico Border,01/01/1998 12:00:00 AM,Pedestrians,3945256,3250861
US-Canada Border,01/01/1998 12:00:00 AM,Personal Vehicles,2504823,3270051
US-Canada Border,01/01/1998 12:00:00 AM,Trucks,487587,469086
US-Mexico Border,01/01/1998 12:00:00 AM,Trucks,318380,289323
US-Canada Border,01/01/1998 12:00:00 AM,Truck Containers Full,303552,141117
US-Mexico Border,01/01/1998 12:00:00 AM,Bus Passengers,295000,196515
US-Canada Border,01/01/1998 12:00:00 AM,Bus Passengers,200814,333097
US-Mexico Border,01/01/1998 12:00:00 AM,Truck Containers Empty,148974,121957
US-Mexico Border,01/01/1998 12:00:00 AM,Truck Containers Full,146796,143576
US-Canada Border,01/01/1998 12:00:00 AM,Rail Containers Full,61202,33086
US-Canada Border,01/01/1998 12:00:00 AM,Truck Containers Empty,49002,24691
US-Canada Border,01/01/1998 12:00:00 AM,Pedestrians,27799,48244
US-Mexico Border,01/01/1998 12:00:00 AM,Buses,21494,14386
US-Mexico Border,01/01/1998 12:00:00 AM,Rail Containers Empty,20377,13250
US-Canada Border,01/01/1998 12:00:00 AM,Rail Containers Empty,20319,12684
US-Canada Border,01/01/1998 12:00:00 AM,Train Passengers,15617,19279
US-Mexico Border,01/01/1998 12:00:00 AM,Rail Containers Full,11795,12429
US-Canada Border,01/01/1998 12:00:00 AM,Buses,9602,14062
US-Canada Border,01/01/1998 12:00:00 AM,Trains,3180,2680
US-Mexico Border,01/01/1998 12:00:00 AM,Train Passengers,841,950
US-Mexico Border,01/01/1998 12:00:00 AM,Trains,472,633
US-Mexico Border,12/01/1997 12:00:00 AM,Personal Vehicle Passengers,19719715,15919903
US-Mexico Border,12/01/1997 12:00:00 AM,Personal Vehicles,7346174,5875486
US-Canada Border,12/01/1997 12:00:00 AM,Personal Vehicle Passengers,6155147,8154895
US-Mexico Border,12/01/1997 12:00:00 AM,Pedestrians,4418646,3200088
US-Canada Border,12/01/1997 12:00:00 AM,Personal Vehicles,2622825,3298191
US-Canada Border,12/01/1997 12:00:00 AM,Trucks,451639,469845
US-Canada Border,12/01/1997 12:00:00 AM,Bus Passengers,313680,333941
US-Mexico Border,12/01/1997 12:00:00 AM,Trucks,306611,288571
US-Canada Border,12/01/1997 12:00:00 AM,Truck Containers Full,270069,135511
US-Mexico Border,12/01/1997 12:00:00 AM,Bus Passengers,237839,194718
US-Mexico Border,12/01/1997 12:00:00 AM,Truck Containers Full,148390,143366
US-Mexico Border,12/01/1997 12:00:00 AM,Truck Containers Empty,144599,120973
US-Canada Border,12/01/1997 12:00:00 AM,Rail Containers Full,70773,31447
US-Canada Border,12/01/1997 12:00:00 AM,Truck Containers Empty,47730,23689
US-Canada Border,12/01/1997 12:00:00 AM,Pedestrians,31616,48967
US-Mexico Border,12/01/1997 12:00:00 AM,Buses,22931,14014
US-Canada Border,12/01/1997 12:00:00 AM,Rail Containers Empty,21529,12300
US-Canada Border,12/01/1997 12:00:00 AM,Train Passengers,16988,19379
US-Mexico Border,12/01/1997 12:00:00 AM,Rail Containers Empty,16306,13117
US-Mexico Border,12/01/1997 12:00:00 AM,Rail Containers Full,10103,12530
US-Canada Border,12/01/1997 12:00:00 AM,Buses,9808,14247
US-Canada Border,12/01/1997 12:00:00 AM,Trains,2793,2675
US-Mexico Border,12/01/1997 12:00:00 AM,Train Passengers,493,969
US-Mexico Border,12/01/1997 12:00:00 AM,Trains,406,643
US-Mexico Border,11/01/1997 12:00:00 AM,Personal Vehicle Passengers,18726443,15792333
US-Mexico Border,11/01/1997 12:00:00 AM,Personal Vehicles,6965699,5825931
US-Canada Border,11/01/1997 12:00:00 AM,Personal Vehicle Passengers,6752567,8218637
US-Mexico Border,11/01/1997 12:00:00 AM,Pedestrians,3671192,3178674
US-Canada Border,11/01/1997 12:00:00 AM,Personal Vehicles,2858858,3318161
US-Canada Border,11/01/1997 12:00:00 AM,Trucks,490730,468896
US-Canada Border,11/01/1997 12:00:00 AM,Truck Containers Full,317974,127217
US-Mexico Border,11/01/1997 12:00:00 AM,Trucks,301296,287993
US-Canada Border,11/01/1997 12:00:00 AM,Bus Passengers,267643,336955
US-Mexico Border,11/01/1997 12:00:00 AM,Bus Passengers,232568,192998
US-Mexico Border,11/01/1997 12:00:00 AM,Truck Containers Full,151067,143016
US-Mexico Border,11/01/1997 12:00:00 AM,Truck Containers Empty,135856,120296
US-Canada Border,11/01/1997 12:00:00 AM,Rail Containers Full,78843,29293
US-Canada Border,11/01/1997 12:00:00 AM,Truck Containers Empty,52153,22395
US-Canada Border,11/01/1997 12:00:00 AM,Pedestrians,34279,49635
US-Canada Border,11/01/1997 12:00:00 AM,Rail Containers Empty,22906,11818
US-Mexico Border,11/01/1997 12:00:00 AM,Buses,21794,13661
US-Canada Border,11/01/1997 12:00:00 AM,Train Passengers,15291,19565
US-Mexico Border,11/01/1997 12:00:00 AM,Rail Containers Empty,12540,13143
US-Mexico Border,11/01/1997 12:00:00 AM,Rail Containers Full,10684,12614
US-Canada Border,11/01/1997 12:00:00 AM,Buses,9910,14445
US-Canada Border,11/01/1997 12:00:00 AM,Trains,2777,2670
US-Mexico Border,11/01/1997 12:00:00 AM,Train Passengers,1259,956
US-Mexico Border,11/01/1997 12:00:00 AM,Trains,433,652
US-Mexico Border,10/01/1997 12:00:00 AM,Personal Vehicle Passengers,18517433,15662566
US-Canada Border,10/01/1997 12:00:00 AM,Personal Vehicle Passengers,7572362,8249412
US-Mexico Border,10/01/1997 12:00:00 AM,Personal Vehicles,6906264,5774486
US-Mexico Border,10/01/1997 12:00:00 AM,Pedestrians,3524220,3162220
US-Canada Border,10/01/1997 12:00:00 AM,Personal Vehicles,3150381,3326151
US-Canada Border,10/01/1997 12:00:00 AM,Trucks,516240,466641
US-Mexico Border,10/01/1997 12:00:00 AM,Trucks,343053,285371
US-Canada Border,10/01/1997 12:00:00 AM,Bus Passengers,335772,337011
US-Canada Border,10/01/1997 12:00:00 AM,Truck Containers Full,309010,118560
US-Mexico Border,10/01/1997 12:00:00 AM,Bus Passengers,278975,188904
US-Mexico Border,10/01/1997 12:00:00 AM,Truck Containers Full,162419,142092
US-Mexico Border,10/01/1997 12:00:00 AM,Truck Containers Empty,150512,118857
US-Canada Border,10/01/1997 12:00:00 AM,Rail Containers Full,72223,27249
US-Canada Border,10/01/1997 12:00:00 AM,Truck Containers Empty,47501,21200
US-Canada Border,10/01/1997 12:00:00 AM,Pedestrians,27225,50702
US-Mexico Border,10/01/1997 12:00:00 AM,Buses,23365,13199
US-Canada Border,10/01/1997 12:00:00 AM,Rail Containers Empty,22718,11299
US-Canada Border,10/01/1997 12:00:00 AM,Train Passengers,17255,19675
US-Mexico Border,10/01/1997 12:00:00 AM,Rail Containers Full,14700,12515
US-Mexico Border,10/01/1997 12:00:00 AM,Rail Containers Empty,14121,13097
US-Canada Border,10/01/1997 12:00:00 AM,Buses,13527,14488
US-Canada Border,10/01/1997 12:00:00 AM,Trains,2557,2676
US-Mexico Border,10/01/1997 12:00:00 AM,Train Passengers,1143,947
US-Mexico Border,10/01/1997 12:00:00 AM,Trains,484,660
US-Mexico Border,09/01/1997 12:00:00 AM,Personal Vehicle Passengers,18215919,15534898
US-Canada Border,09/01/1997 12:00:00 AM,Personal Vehicle Passengers,8599309,8231917
US-Mexico Border,09/01/1997 12:00:00 AM,Personal Vehicles,6787236,5723849
US-Mexico Border,09/01/1997 12:00:00 AM,Pedestrians,3444801,3148091
US-Canada Border,09/01/1997 12:00:00 AM,Personal Vehicles,3417495,3321583
US-Canada Border,09/01/1997 12:00:00 AM,Trucks,510671,464440
US-Canada Border,09/01/1997 12:00:00 AM,Bus Passengers,385965,334564
US-Mexico Border,09/01/1997 12:00:00 AM,Trucks,318753,283702
US-Mexico Border,09/01/1997 12:00:00 AM,Bus Passengers,279337,184382
US-Canada Border,09/01/1997 12:00:00 AM,Truck Containers Full,224145,113281
US-Mexico Border,09/01/1997 12:00:00 AM,Truck Containers Empty,155129,117044
US-Mexico Border,09/01/1997 12:00:00 AM,Truck Containers Full,150031,141695
US-Canada Border,09/01/1997 12:00:00 AM,Pedestrians,76543,49410
US-Canada Border,09/01/1997 12:00:00 AM,Rail Containers Full,39153,26654
US-Canada Border,09/01/1997 12:00:00 AM,Truck Containers Empty,37077,20406
US-Canada Border,09/01/1997 12:00:00 AM,Train Passengers,20985,19609
US-Mexico Border,09/01/1997 12:00:00 AM,Buses,20710,12823
US-Canada Border,09/01/1997 12:00:00 AM,Buses,16102,14408
US-Canada Border,09/01/1997 12:00:00 AM,Rail Containers Empty,15457,11091
US-Mexico Border,09/01/1997 12:00:00 AM,Rail Containers Empty,14857,13009
