Border,Date,Measure,Value,Average
US-Mexico Border,07/01/2001 12:00:00 AM,Personal Vehicles,8106637,6901799
US-Mexico Border,07/01/2001 12:00:00 AM,Pedestrians,4563957,3703464
US-Canada Border,07/01/2001 12:00:00 AM,Personal Vehicles,4026527,3122773
US-Canada Border,07/01/2001 12:00:00 AM,Bus Passengers,532542,353994
US-Canada Border,07/01/2001 12:00:00 AM,Trucks,528755,528109
US-Canada Border,07/01/2001 12:00:00 AM,Truck Containers Full,457842,319845
US-Mexico Border,07/01/2001 12:00:00 AM,Trucks,342734,332807
US-Mexico Border,07/01/2001 12:00:00 AM,Bus Passengers,338325,254462
US-Mexico Border,07/01/2001 12:00:00 AM,Truck Containers Full,189826,171484
US-Mexico Border,07/01/2001 12:00:00 AM,Truck Containers Empty,160790,141752
US-Canada Border,07/01/2001 12:00:00 AM,Pedestrians,130752,48806
US-Canada Border,07/01/2001 12:00:00 AM,Rail Containers Full,96683,71795
US-Canada Border,07/01/2001 12:00:00 AM,Truck Containers Empty,79165,53320
US-Canada Border,07/01/2001 12:00:00 AM,Rail Containers Empty,37946,23328
US-Canada Border,07/01/2001 12:00:00 AM,Train Passengers,35309,20124
US-Mexico Border,07/01/2001 12:00:00 AM,Buses,25571,19889
US-Mexico Border,07/01/2001 12:00:00 AM,Rail Containers Full,22695,16657
US-Mexico Border,07/01/2001 12:00:00 AM,Rail Containers Empty,21475,19142
US-Canada Border,07/01/2001 12:00:00 AM,Buses,20983,14463
US-Canada Border,07/01/2001 12:00:00 AM,Trains,2686,2672
US-Mexico Border,07/01/2001 12:00:00 AM,Train Passengers,1477,1210
US-Mexico Border,07/01/2001 12:00:00 AM,Trains,615,566
US-Mexico Border,06/01/2001 12:00:00 AM,Personal Vehicle Passengers,17097643,18316062
US-Mexico Border,06/01/2001 12:00:00 AM,Personal Vehicles,7879076,6886764
US-Canada Border,06/01/2001 12:00:00 AM,Personal Vehicle Passengers,7279995,7551389
US-Mexico Border,06/01/2001 12:00:00 AM,Pedestrians,4298062,3694316
US-Canada Border,06/01/2001 12:00:00 AM,Personal Vehicles,3399340,3118519
US-Canada Border,06/01/2001 12:00:00 AM,Trucks,584688,527239
US-Canada Border,06/01/2001 12:00:00 AM,Bus Passengers,507553,351632
US-Canada Border,06/01/2001 12:00:00 AM,Truck Containers Full,505788,316985
US-Mexico Border,06/01/2001 12:00:00 AM,Trucks,360917,332375
US-Mexico Border,06/01/2001 12:00:00 AM,Bus Passengers,284994,253992
US-Mexico Border,06/01/2001 12:00:00 AM,Truck Containers Full,202048,171014
US-Mexico Border,06/01/2001 12:00:00 AM,Truck Containers Empty,160412,141465
US-Canada Border,06/01/2001 12:00:00 AM,Rail Containers Full,105921,71270
US-Canada Border,06/01/2001 12:00:00 AM,Pedestrians,96746,48069
US-Canada Border,06/01/2001 12:00:00 AM,Truck Containers Empty,86328,52812
US-Canada Border,06/01/2001 12:00:00 AM,Rail Containers Empty,36753,23122
US-Canada Border,06/01/2001 12:00:00 AM,Train Passengers,26537,20025
US-Mexico Border,06/01/2001 12:00:00 AM,Rail Containers Full,25403,16522
US-Mexico Border,06/01/2001 12:00:00 AM,Buses,23079,19840
US-Mexico Border,06/01/2001 12:00:00 AM,Rail Containers Empty,22901,19084
US-Canada Border,06/01/2001 12:00:00 AM,Buses,18276,14404
US-Canada Border,06/01/2001 12:00:00 AM,Trains,2708,2672
US-Mexico Border,06/01/2001 12:00:00 AM,Train Passengers,1564,1204
US-Mexico Border,06/01/2001 12:00:00 AM,Trains,606,565
US-Mexico Border,05/01/2001 12:00:00 AM,Personal Vehicle Passengers,17849208,18323357
US-Mexico Border,05/01/2001 12:00:00 AM,Personal Vehicles,8202683,6866203
US-Canada Border,05/01/2001 12:00:00 AM,Personal Vehicle Passengers,6359599,7570011
US-Mexico Border,05/01/2001 12:00:00 AM,Pedestrians,4144573,3687281
US-Canada Border,05/01/2001 12:00:00 AM,Personal Vehicles,3117367,3118537
US-Canada Border,05/01/2001 12:00:00 AM,Trucks,625579,525702
US-Canada Border,05/01/2001 12:00:00 AM,Truck Containers Full,521357,313791
US-Canada Border,05/01/2001 12:00:00 AM,Bus Passengers,455689,350006
US-Mexico Border,05/01/2001 12:00:00 AM,Trucks,387767,331509
US-Mexico Border,05/01/2001 12:00:00 AM,Bus Passengers,268242,253769
US-Mexico Border,05/01/2001 12:00:00 AM,Truck Containers Full,217992,170280
US-Mexico Border,05/01/2001 12:00:00 AM,Truck Containers Empty,168233,141046
US-Canada Border,05/01/2001 12:00:00 AM,Rail Containers Full,123144,70460
US-Canada Border,05/01/2001 12:00:00 AM,Truck Containers Empty,90051,52230
US-Canada Border,05/01/2001 12:00:00 AM,Pedestrians,73964,47664
US-Canada Border,05/01/2001 12:00:00 AM,Rail Containers Empty,41281,22838
US-Mexico Border,05/01/2001 12:00:00 AM,Rail Containers Empty,26725,18965
US-Mexico Border,05/01/2001 12:00:00 AM,Buses,25275,19755
US-Mexico Border,05/01/2001 12:00:00 AM,Rail Containers Full,24284,16401
US-Canada Border,05/01/2001 12:00:00 AM,Train Passengers,20813,20013
US-Canada Border,05/01/2001 12:00:00 AM,Buses,16438,14373
US-Canada Border,05/01/2001 12:00:00 AM,Trains,2892,2668
US-Mexico Border,05/01/2001 12:00:00 AM,Train Passengers,2002,1192
US-Mexico Border,05/01/2001 12:00:00 AM,Trains,706,563
US-Mexico Border,04/01/2001 12:00:00 AM,Personal Vehicle Passengers,19644451,18302387
US-Mexico Border,04/01/2001 12:00:00 AM,Personal Vehicles,8013208,6847997
US-Canada Border,04/01/2001 12:00:00 AM,Personal Vehicle Passengers,5949378,7595736
US-Mexico Border,04/01/2001 12:00:00 AM,Pedestrians,4532793,3673860
US-Canada Border,04/01/2001 12:00:00 AM,Personal Vehicles,2820914,3123261
US-Canada Border,04/01/2001 12:00:00 AM,Trucks,568769,525018
US-Canada Border,04/01/2001 12:00:00 AM,Truck Containers Full,466962,311360
US-Canada Border,04/01/2001 12:00:00 AM,Bus Passengers,356749,349899
US-Mexico Border,04/01/2001 12:00:00 AM,Trucks,351934,331185
US-Mexico Border,04/01/2001 12:00:00 AM,Bus Passengers,298894,253053
US-Mexico Border,04/01/2001 12:00:00 AM,Truck Containers Full,199661,169814
US-Mexico Border,04/01/2001 12:00:00 AM,Truck Containers Empty,150128,140902
US-Canada Border,04/01/2001 12:00:00 AM,Rail Containers Full,111272,69812
US-Canada Border,04/01/2001 12:00:00 AM,Truck Containers Empty,83725,51731
US-Canada Border,04/01/2001 12:00:00 AM,Rail Containers Empty,35522,22636
US-Canada Border,04/01/2001 12:00:00 AM,Pedestrians,35145,47863
US-Mexico Border,04/01/2001 12:00:00 AM,Rail Containers Empty,28782,18809
US-Mexico Border,04/01/2001 12:00:00 AM,Buses,24566,19679
US-Mexico Border,04/01/2001 12:00:00 AM,Rail Containers Full,21567,16319
US-Canada Border,04/01/2001 12:00:00 AM,Train Passengers,18307,20040
US-Canada Border,04/01/2001 12:00:00 AM,Buses,12884,14396
US-Canada Border,04/01/2001 12:00:00 AM,Trains,2772,2667
US-Mexico Border,04/01/2001 12:00:00 AM,Train Passengers,1747,1183
US-Mexico Border,04/01/2001 12:00:00 AM,Trains,617,562
US-Mexico Border,03/01/2001 12:00:00 AM,Personal Vehicle Passengers,20926836,18260058
US-Mexico Border,03/01/2001 12:00:00 AM,Personal Vehicles,8242638,6825502
US-Canada Border,03/01/2001 12:00:00 AM,Personal Vehicle Passengers,6286079,7616859
US-Mexico Border,03/01/2001 12:00:00 AM,Pedestrians,4999418,3652480
US-Canada Border,03/01/2001 12:00:00 AM,Personal Vehicles,2787843,3128671
US-Canada Border,03/01/2001 12:00:00 AM,Trucks,596359,523868
US-Canada Border,03/01/2001 12:00:00 AM,Truck Containers Full,475691,308709
US-Mexico Border,03/01/2001 12:00:00 AM,Trucks,388393,330262
US-Canada Border,03/01/2001 12:00:00 AM,Bus Passengers,327084,350267
US-Mexico Border,03/01/2001 12:00:00 AM,Bus Passengers,288306,252484
US-Mexico Border,03/01/2001 12:00:00 AM,Truck Containers Full,223127,168954
US-Mexico Border,03/01/2001 12:00:00 AM,Truck Containers Empty,163252,140542
US-Canada Border,03/01/2001 12:00:00 AM,Rail Containers Full,122179,68967
US-Canada Border,03/01/2001 12:00:00 AM,Truck Containers Empty,88320,51140
US-Canada Border,03/01/2001 12:00:00 AM,Rail Containers Empty,40398,22350
US-Canada Border,03/01/2001 12:00:00 AM,Pedestrians,31391,48128
US-Mexico Border,03/01/2001 12:00:00 AM,Rail Containers Empty,27775,18665
US-Mexico Border,03/01/2001 12:00:00 AM,Rail Containers Full,24924,16180
US-Mexico Border,03/01/2001 12:00:00 AM,Buses,24861,19595
US-Canada Border,03/01/2001 12:00:00 AM,Train Passengers,17443,20082
US-Canada Border,03/01/2001 12:00:00 AM,Buses,12304,14430
US-Canada Border,03/01/2001 12:00:00 AM,Trains,2863,2664
US-Mexico Border,03/01/2001 12:00:00 AM,Train Passengers,1672,1175
US-Mexico Border,03/01/2001 12:00:00 AM,Trains,638,561
US-Mexico Border,02/01/2001 12:00:00 AM,Personal Vehicle Passengers,18893841,18249668
US-Mexico Border,02/01/2001 12:00:00 AM,Personal Vehicles,7351951,6816872
US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicle Passengers,4972004,7660217
US-Mexico Border,02/01/2001 12:00:00 AM,Pedestrians,4295991,3641931
US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicles,2346471,3141494
US-Canada Border,02/01/2001 12:00:00 AM,Trucks,532411,523728
US-Canada Border,02/01/2001 12:00:00 AM,Truck Containers Full,400114,307211
US-Mexico Border,02/01/2001 12:00:00 AM,Trucks,342476,330062
US-Canada Border,02/01/2001 12:00:00 AM,Bus Passengers,278677,351440
US-Mexico Border,02/01/2001 12:00:00 AM,Bus Passengers,221959,252985
US-Mexico Border,02/01/2001 12:00:00 AM,Truck Containers Full,184198,168704
US-Mexico Border,02/01/2001 12:00:00 AM,Truck Containers Empty,140414,140544
US-Canada Border,02/01/2001 12:00:00 AM,Rail Containers Full,103986,68393
US-Canada Border,02/01/2001 12:00:00 AM,Truck Containers Empty,64843,50916
US-Canada Border,02/01/2001 12:00:00 AM,Rail Containers Empty,32639,22181
US-Canada Border,02/01/2001 12:00:00 AM,Pedestrians,31550,48400
US-Mexico Border,02/01/2001 12:00:00 AM,Buses,21677,19561
US-Mexico Border,02/01/2001 12:00:00 AM,Rail Containers Empty,21198,18623
US-Mexico Border,02/01/2001 12:00:00 AM,Rail Containers Full,19367,16128
US-Canada Border,02/01/2001 12:00:00 AM,Train Passengers,14505,20173
US-Canada Border,02/01/2001 12:00:00 AM,Buses,10654,14492
US-Canada Border,02/01/2001 12:00:00 AM,Trains,2573,2665
US-Mexico Border,02/01/2001 12:00:00 AM,Train Passengers,1294,1173
US-Mexico Border,02/01/2001 12:00:00 AM,Trains,523,561
US-Mexico Border,01/01/2001 12:00:00 AM,Personal Vehicle Passengers,20022717,18220117
US-Mexico Border,01/01/2001 12:00:00 AM,Personal Vehicles,7735092,6801568
US-Canada Border,01/01/2001 12:00:00 AM,Personal Vehicle Passengers,5868379,7690081
US-Mexico Border,01/01/2001 12:00:00 AM,Pedestrians,4372668,3629752
US-Canada Border,01/01/2001 12:00:00 AM,Personal Vehicles,2506847,3152071
US-Canada Border,01/01/2001 12:00:00 AM,Trucks,579172,522804
US-Canada Border,01/01/2001 12:00:00 AM,Truck Containers Full,464033,304597
US-Mexico Border,01/01/2001 12:00:00 AM,Trucks,359459,329572
US-Canada Border,01/01/2001 12:00:00 AM,Bus Passengers,264577,352888
US-Mexico Border,01/01/2001 12:00:00 AM,Bus Passengers,255543,252942
US-Mexico Border,01/01/2001 12:00:00 AM,Truck Containers Full,197376,168226
US-Mexico Border,01/01/2001 12:00:00 AM,Truck Containers Empty,157093,140268
US-Canada Border,01/01/2001 12:00:00 AM,Rail Containers Full,108065,67732
US-Canada Border,01/01/2001 12:00:00 AM,Truck Containers Empty,88895,50283
US-Canada Border,01/01/2001 12:00:00 AM,Rail Containers Empty,33698,21989
US-Mexico Border,01/01/2001 12:00:00 AM,Buses,26850,19439
US-Mexico Border,01/01/2001 12:00:00 AM,Rail Containers Empty,25895,18502
US-Canada Border,01/01/2001 12:00:00 AM,Pedestrians,25036,48790
US-Mexico Border,01/01/2001 12:00:00 AM,Rail Containers Full,17745,16101
US-Canada Border,01/01/2001 12:00:00 AM,Train Passengers,14682,20265
US-Canada Border,01/01/2001 12:00:00 AM,Buses,10397,14560
US-Canada Border,01/01/2001 12:00:00 AM,Trains,2538,2667
US-Mexico Border,01/01/2001 12:00:00 AM,Train Passengers,1652,1165
US-Mexico Border,01/01/2001 12:00:00 AM,Trains,588,561
US-Mexico Border,12/01/2000 12:00:00 AM,Personal Vehicle Passengers,20632886,18179222
US-Mexico Border,12/01/2000 12:00:00 AM,Personal Vehicles,7940283,6782268
US-Canada Border,12/01/2000 12:00:00 AM,Personal Vehicle Passengers,5897718,7720460
US-Mexico Border,12/01/2000 12:00:00 AM,Pedestrians,4654714,3612380
US-Canada Border,12/01/2000 12:00:00 AM,Personal Vehicles,2439061,3164156
US-Canada Border,12/01/2000 12:00:00 AM,Trucks,474956,523615
US-Canada Border,12/01/2000 12:00:00 AM,Truck Containers Full,356961,303710
US-Mexico Border,12/01/2000 12:00:00 AM,Trucks,328599,329589
US-Canada Border,12/01/2000 12:00:00 AM,Bus Passengers,286578,354012
US-Mexico Border,12/01/2000 12:00:00 AM,Bus Passengers,255262,252903
US-Mexico Border,12/01/2000 12:00:00 AM,Truck Containers Full,172056,168161
US-Mexico Border,12/01/2000 12:00:00 AM,Truck Containers Empty,149813,140106
US-Canada Border,12/01/2000 12:00:00 AM,Rail Containers Full,91855,67323
US-Canada Border,12/01/2000 12:00:00 AM,Truck Containers Empty,60534,50109
US-Canada Border,12/01/2000 12:00:00 AM,Pedestrians,45069,48853
US-Canada Border,12/01/2000 12:00:00 AM,Rail Containers Empty,26662,21910
US-Mexico Border,12/01/2000 12:00:00 AM,Rail Containers Empty,25083,18390
US-Mexico Border,12/01/2000 12:00:00 AM,Buses,24864,19348
US-Canada Border,12/01/2000 12:00:00 AM,Train Passengers,18112,20301
US-Mexico Border,12/01/2000 12:00:00 AM,Rail Containers Full,16933,16087
US-Canada Border,12/01/2000 12:00:00 AM,Buses,10957,14621
US-Canada Border,12/01/2000 12:00:00 AM,Trains,2574,2669
US-Mexico Border,12/01/2000 12:00:00 AM,Train Passengers,1266,1163
US-Mexico Border,12/01/2000 12:00:00 AM,Trains,540,561
US-Mexico Border,11/01/2000 12:00:00 AM,Personal Vehicle Passengers,19652372,18153823
US-Mexico Border,11/01/2000 12:00:00 AM,Personal Vehicles,7560489,6768851
US-Canada Border,11/01/2000 12:00:00 AM,Personal Vehicle Passengers,6247990,7745848
US-Mexico Border,11/01/2000 12:00:00 AM,Pedestrians,3779094,3609505
US-Canada Border,11/01/2000 12:00:00 AM,Personal Vehicles,2678751,3172525
US-Canada Border,11/01/2000 12:00:00 AM,Trucks,600208,522294
US-Canada Border,11/01/2000 12:00:00 AM,Truck Containers Full,452402,301146
US-Mexico Border,11/01/2000 12:00:00 AM,Trucks,363937,328996
US-Canada Border,11/01/2000 12:00:00 AM,Bus Passengers,304853,354859
US-Mexico Border,11/01/2000 12:00:00 AM,Bus Passengers,250585,252943
US-Mexico Border,11/01/2000 12:00:00 AM,Truck Containers Full,204264,167539
US-Mexico Border,11/01/2000 12:00:00 AM,Truck Containers Empty,164218,139691
US-Canada Border,11/01/2000 12:00:00 AM,Rail Containers Full,110224,66583
US-Canada Border,11/01/2000 12:00:00 AM,Truck Containers Empty,72451,49724
US-Canada Border,11/01/2000 12:00:00 AM,Pedestrians,36884,49059
US-Canada Border,11/01/2000 12:00:00 AM,Rail Containers Empty,32259,21732
US-Mexico Border,11/01/2000 12:00:00 AM,Rail Containers Empty,26002,18259
US-Mexico Border,11/01/2000 12:00:00 AM,Buses,23335,19279
US-Mexico Border,11/01/2000 12:00:00 AM,Rail Containers Full,18747,16041
US-Canada Border,11/01/2000 12:00:00 AM,Train Passengers,15371,20386
US-Canada Border,11/01/2000 12:00:00 AM,Buses,11626,14673
US-Canada Border,11/01/2000 12:00:00 AM,Trains,2754,2667
US-Mexico Border,11/01/2000 12:00:00 AM,Train Passengers,1590,1156
US-Mexico Border,11/01/2000 12:00:00 AM,Trains,568,561
US-Mexico Border,10/01/2000 12:00:00 AM,Personal Vehicle Passengers,19935645,18122563
US-Mexico Border,10/01/2000 12:00:00 AM,Personal Vehicles,7700555,6752505
US-Canada Border,10/01/2000 12:00:00 AM,Personal Vehicle Passengers,7193370,7755540
US-Mexico Border,10/01/2000 12:00:00 AM,Pedestrians,3674661,3608362
US-Canada Border,10/01/2000 12:00:00 AM,Personal Vehicles,3138680,3173119
US-Canada Border,10/01/2000 12:00:00 AM,Trucks,626666,520463
US-Canada Border,10/01/2000 12:00:00 AM,Truck Containers Full,511494,297456
US-Canada Border,10/01/2000 12:00:00 AM,Bus Passengers,440956,353349
US-Mexico Border,10/01/2000 12:00:00 AM,Trucks,388288,327956
US-Mexico Border,10/01/2000 12:00:00 AM,Bus Passengers,310062,251941
US-Mexico Border,10/01/2000 12:00:00 AM,Truck Containers Full,211084,166775
US-Mexico Border,10/01/2000 12:00:00 AM,Truck Containers Empty,169279,139171
US-Canada Border,10/01/2000 12:00:00 AM,Rail Containers Full,92187,66134
US-Canada Border,10/01/2000 12:00:00 AM,Truck Containers Empty,73059,49314
US-Canada Border,10/01/2000 12:00:00 AM,Pedestrians,47868,49080
US-Canada Border,10/01/2000 12:00:00 AM,Rail Containers Empty,30523,21578
US-Mexico Border,10/01/2000 12:00:00 AM,Rail Containers Empty,24295,18153
US-Mexico Border,10/01/2000 12:00:00 AM,Rail Containers Full,23375,15912
US-Mexico Border,10/01/2000 12:00:00 AM,Buses,22522,19222
US-Canada Border,10/01/2000 12:00:00 AM,Train Passengers,20172,20390
US-Canada Border,10/01/2000 12:00:00 AM,Buses,16097,14648
US-Canada Border,10/01/2000 12:00:00 AM,Trains,2814,2665
US-Mexico Border,10/01/2000 12:00:00 AM,Train Passengers,1627,1148
US-Mexico Border,10/01/2000 12:00:00 AM,Trains,598,560
US-Mexico Border,09/01/2000 12:00:00 AM,Personal Vehicle Passengers,19726265,18093926
US-Canada Border,09/01/2000 12:00:00 AM,Personal Vehicle Passengers,8079059,7749763
US-Mexico Border,09/01/2000 12:00:00 AM,Personal Vehicles,7564316,6738008
US-Mexico Border,09/01/2000 12:00:00 AM,Pedestrians,3800747,3604927
US-Canada Border,09/01/2000 12:00:00 AM,Personal Vehicles,3375291,3169509
US-Canada Border,09/01/2000 12:00:00 AM,Trucks,588557,519247
US-Canada Border,09/01/2000 12:00:00 AM,Bus Passengers,553103,349782
US-Canada Border,09/01/2000 12:00:00 AM,Truck Containers Full,454849,294645
US-Mexico Border,09/01/2000 12:00:00 AM,Trucks,366768,327263
US-Mexico Border,09/01/2000 12:00:00 AM,Bus Passengers,209738,252694
US-Mexico Border,09/01/2000 12:00:00 AM,Truck Containers Full,150453,167066
US-Mexico Border,09/01/2000 12:00:00 AM,Truck Containers Empty,114347,139615
US-Canada Border,09/01/2000 12:00:00 AM,Rail Containers Full,104314,65452
US-Canada Border,09/01/2000 12:00:00 AM,Truck Containers Empty,74982,48856
US-Canada Border,09/01/2000 12:00:00 AM,Pedestrians,58406,48913
US-Canada Border,09/01/2000 12:00:00 AM,Rail Containers Empty,32060,21390
US-Canada Border,09/01/2000 12:00:00 AM,Train Passengers,24819,20311
US-Mexico Border,09/01/2000 12:00:00 AM,Rail Containers Full,24689,15755
US-Mexico Border,09/01/2000 12:00:00 AM,Rail Containers Empty,21905,18086
US-Mexico Border,09/01/2000 12:00:00 AM,Buses,20918,19192
US-Canada Border,09/01/2000 12:00:00 AM,Buses,20681,14540
US-Canada Border,09/01/2000 12:00:00 AM,Trains,2594,2666
US-Mexico Border,09/01/2000 12:00:00 AM,Train Passengers,1536,1141
US-Mexico Border,09/01/2000 12:00:00 AM,Trains,619,559
US-Mexico Border,08/01/2000 12:00:00 AM,Personal Vehicle Passengers,20385695,18052257
US-Canada Border,08/01/2000 12:00:00 AM,Personal Vehicle Passengers,10387658,7701801
US-Mexico Border,08/01/2000 12:00:00 AM,Personal Vehicles,7786007,6718954
US-Canada Border,08/01/2000 12:00:00 AM,Personal Vehicles,4094125,3152697
US-Mexico Border,08/01/2000 12:00:00 AM,Pedestrians,3891944,3599708
US-Canada Border,08/01/2000 12:00:00 AM,Trucks,631873,517199
US-Canada Border,08/01/2000 12:00:00 AM,Bus Passengers,587164,345466
US-Canada Border,08/01/2000 12:00:00 AM,Truck Containers Full,448278,291852
US-Mexico Border,08/01/2000 12:00:00 AM,Trucks,410903,325742
US-Mexico Border,08/01/2000 12:00:00 AM,Bus Passengers,261162,252540
US-Mexico Border,08/01/2000 12:00:00 AM,Truck Containers Full,178713,166854
US-Mexico Border,08/01/2000 12:00:00 AM,Truck Containers Empty,143867,139537
US-Canada Border,08/01/2000 12:00:00 AM,Rail Containers Full,102962,64770
US-Canada Border,08/01/2000 12:00:00 AM,Pedestrians,83047,48293
US-Canada Border,08/01/2000 12:00:00 AM,Truck Containers Empty,76159,48360
US-Canada Border,08/01/2000 12:00:00 AM,Train Passengers,40089,19951
US-Canada Border,08/01/2000 12:00:00 AM,Rail Containers Empty,33222,21175
US-Mexico Border,08/01/2000 12:00:00 AM,Buses,23735,19109
US-Mexico Border,08/01/2000 12:00:00 AM,Rail Containers Full,23119,15621
US-Canada Border,08/01/2000 12:00:00 AM,Buses,21469,14414
US-Mexico Border,08/01/2000 12:00:00 AM,Rail Containers Empty,20446,18043
US-Canada Border,08/01/2000 12:00:00 AM,Trains,2701,2665
US-Mexico Border,08/01/2000 12:00:00 AM,Train Passengers,1334,1137
US-Mexico Border,08/01/2000 12:00:00 AM,Trains,598,559
US-Mexico Border,07/01/2000 12:00:00 AM,Personal Vehicle Passengers,20510593,18006732
US-Canada Border,07/01/2000 12:00:00 AM,Personal Vehicle Passengers,10686762,7646524
US-Mexico Border,07/01/2000 12:00:00 AM,Personal Vehicles,7783451,6699241
US-Canada Border,07/01/2000 12:00:00 AM,Personal Vehicles,4159358,3134056
US-Mexico Border,07/01/2000 12:00:00 AM,Pedestrians,4088003,3590666
US-Canada Border,07/01/2000 12:00:00 AM,Bus Passengers,575806,341200
US-Canada Border,07/01/2000 12:00:00 AM,Trucks,528425,516991
US-Canada Border,07/01/2000 12:00:00 AM,Truck Containers Full,421540,289450
US-Mexico Border,07/01/2000 12:00:00 AM,Trucks,357425,325156
US-Mexico Border,07/01/2000 12:00:00 AM,Bus Passengers,307105,251530
US-Mexico Border,07/01/2000 12:00:00 AM,Truck Containers Full,191885,166391
US-Mexico Border,07/01/2000 12:00:00 AM,Truck Containers Empty,157157,139211
US-Canada Border,07/01/2000 12:00:00 AM,Rail Containers Full,95670,64198
US-Canada Border,07/01/2000 12:00:00 AM,Truck Containers Empty,80493,47765
US-Canada Border,07/01/2000 12:00:00 AM,Pedestrians,79668,47712
US-Canada Border,07/01/2000 12:00:00 AM,Train Passengers,36321,19648
US-Canada Border,07/01/2000 12:00:00 AM,Rail Containers Empty,33320,20950
US-Mexico Border,07/01/2000 12:00:00 AM,Rail Containers Full,25826,15432
US-Mexico Border,07/01/2000 12:00:00 AM,Rail Containers Empty,24979,17915
US-Mexico Border,07/01/2000 12:00:00 AM,Buses,23852,19021
US-Canada Border,07/01/2000 12:00:00 AM,Buses,21634,14281
US-Canada Border,07/01/2000 12:00:00 AM,Trains,2624,2666
US-Mexico Border,07/01/2000 12:00:00 AM,Train Passengers,1539,1130
US-Mexico Border,07/01/2000 12:00:00 AM,Trains,602,558
US-Mexico Border,06/01/2000 12:00:00 AM,Personal Vehicle Passengers,17950843,18007787
US-Canada Border,06/01/2000 12:00:00 AM,Personal Vehicle Passengers,8378207,7632719
US-Mexico Border,06/01/2000 12:00:00 AM,Personal Vehicles,7777928,6678888
US-Mexico Border,06/01/2000 12:00:00 AM,Pedestrians,3794718,3586816
US-Canada Border,06/01/2000 12:00:00 AM,Personal Vehicles,3269575,3131499
US-Mexico Border,06/01/2000 12:00:00 AM,Bus Passengers,722536,242643
US-Canada Border,06/01/2000 12:00:00 AM,Trucks,613013,515180
US-Canada Border,06/01/2000 12:00:00 AM,Bus Passengers,548269,337293
US-Canada Border,06/01/2000 12:00:00 AM,Truck Containers Full,494281,285586
US-Mexico Border,06/01/2000 12:00:00 AM,Trucks,399610,323751
US-Mexico Border,06/01/2000 12:00:00 AM,Truck Containers Full,212251,165526
US-Mexico Border,06/01/2000 12:00:00 AM,Truck Containers Empty,165332,138718
US-Canada Border,06/01/2000 12:00:00 AM,Rail Containers Full,99322,63535
US-Canada Border,06/01/2000 12:00:00 AM,Truck Containers Empty,91417,46941
US-Canada Border,06/01/2000 12:00:00 AM,Pedestrians,74333,47209
US-Canada Border,06/01/2000 12:00:00 AM,Rail Containers Empty,32301,20736
US-Canada Border,06/01/2000 12:00:00 AM,Train Passengers,28451,19482
US-Mexico Border,06/01/2000 12:00:00 AM,Rail Containers Empty,24901,17783
US-Mexico Border,06/01/2000 12:00:00 AM,Rail Containers Full,23961,15271
US-Mexico Border,06/01/2000 12:00:00 AM,Buses,23322,18940
US-Canada Border,06/01/2000 12:00:00 AM,Buses,20198,14169
US-Canada Border,06/01/2000 12:00:00 AM,Trains,2683,2666
US-Mexico Border,06/01/2000 12:00:00 AM,Train Passengers,2436,1105
US-Mexico Border,06/01/2000 12:00:00 AM,Trains,777,554
US-Mexico Border,05/01/2000 12:00:00 AM,Personal Vehicle Passengers,20888850,17952382
US-Canada Border,05/01/2000 12:00:00 AM,Personal Vehicle Passengers,8053354,7624630
US-Mexico Border,05/01/2000 12:00:00 AM,Personal Vehicles,7936400,6654705
US-Mexico Border,05/01/2000 12:00:00 AM,Pedestrians,3716815,3584316
US-Canada Border,05/01/2000 12:00:00 AM,Personal Vehicles,3086634,3132361
US-Canada Border,05/01/2000 12:00:00 AM,Trucks,635175,512872
US-Canada Border,05/01/2000 12:00:00 AM,Truck Containers Full,491173,281632
US-Canada Border,05/01/2000 12:00:00 AM,Bus Passengers,453232,335064
US-Mexico Border,05/01/2000 12:00:00 AM,Trucks,401676,322252
US-Mexico Border,05/01/2000 12:00:00 AM,Bus Passengers,231533,242857
US-Mexico Border,05/01/2000 12:00:00 AM,Truck Containers Full,217471,164527
US-Mexico Border,05/01/2000 12:00:00 AM,Truck Containers Empty,172205,138074
US-Canada Border,05/01/2000 12:00:00 AM,Rail Containers Full,104589,62746
US-Canada Border,05/01/2000 12:00:00 AM,Truck Containers Empty,79462,46316
US-Canada Border,05/01/2000 12:00:00 AM,Pedestrians,58548,46991
US-Canada Border,05/01/2000 12:00:00 AM,Rail Containers Empty,32268,20514
US-Mexico Border,05/01/2000 12:00:00 AM,Rail Containers Empty,29393,17560
US-Mexico Border,05/01/2000 12:00:00 AM,Rail Containers Full,22560,15131
US-Mexico Border,05/01/2000 12:00:00 AM,Buses,21689,18887
US-Canada Border,05/01/2000 12:00:00 AM,Train Passengers,19070,19490
US-Canada Border,05/01/2000 12:00:00 AM,Buses,17184,14111
US-Canada Border,05/01/2000 12:00:00 AM,Trains,2822,2663
US-Mexico Border,05/01/2000 12:00:00 AM,Train Passengers,1832,1091
US-Mexico Border,05/01/2000 12:00:00 AM,Trains,590,553
US-Mexico Border,04/01/2000 12:00:00 AM,Personal Vehicle Passengers,20395533,17904477
US-Mexico Border,04/01/2000 12:00:00 AM,Personal Vehicles,7672176,6634755
