Border,Date,Measure,Value,Average
US-Canada Border,12/01/2004 12:00:00 AM,Bus Passengers,201498,348607
US-Mexico Border,12/01/2004 12:00:00 AM,Truck Containers Empty,134507,144542
US-Canada Border,12/01/2004 12:00:00 AM,Rail Containers Full,119895,89216
US-Canada Border,12/01/2004 12:00:00 AM,Truck Containers Empty,72078,63851
US-Canada Border,12/01/2004 12:00:00 AM,Rail Containers Empty,37255,28979
US-Mexico Border,12/01/2004 12:00:00 AM,Rail Containers Empty,35645,22747
US-Mexico Border,12/01/2004 12:00:00 AM,Rail Containers Full,26466,19139
US-Canada Border,12/01/2004 12:00:00 AM,Pedestrians,24016,60837
US-Mexico Border,12/01/2004 12:00:00 AM,Buses,22942,21738
US-Canada Border,12/01/2004 12:00:00 AM,Train Passengers,12406,20248
US-Canada Border,12/01/2004 12:00:00 AM,Buses,8281,14031
US-Canada Border,12/01/2004 12:00:00 AM,Trains,2568,2670
US-Mexico Border,12/01/2004 12:00:00 AM,Train Passengers,1086,1192
US-Mexico Border,12/01/2004 12:00:00 AM,Trains,638,593
US-Mexico Border,11/01/2004 12:00:00 AM,Personal Vehicle Passengers,15324796,17487273
US-Mexico Border,11/01/2004 12:00:00 AM,Personal Vehicles,7449737,7086312
US-Canada Border,11/01/2004 12:00:00 AM,Personal Vehicle Passengers,4626944,6808723
US-Mexico Border,11/01/2004 12:00:00 AM,Pedestrians,3898592,3848058
US-Canada Border,11/01/2004 12:00:00 AM,Personal Vehicles,2314188,2946529
US-Canada Border,11/01/2004 12:00:00 AM,Trucks,575536,543543
US-Canada Border,11/01/2004 12:00:00 AM,Truck Containers Full,481667,379567
US-Mexico Border,11/01/2004 12:00:00 AM,Trucks,376671,344437
US-Canada Border,11/01/2004 12:00:00 AM,Bus Passengers,250910,349529
US-Mexico Border,11/01/2004 12:00:00 AM,Bus Passengers,245517,274203
US-Mexico Border,11/01/2004 12:00:00 AM,Truck Containers Full,238413,188473
US-Mexico Border,11/01/2004 12:00:00 AM,Truck Containers Empty,137313,144610
US-Canada Border,11/01/2004 12:00:00 AM,Rail Containers Full,127055,88859
US-Canada Border,11/01/2004 12:00:00 AM,Truck Containers Empty,79581,63702
US-Canada Border,11/01/2004 12:00:00 AM,Rail Containers Empty,40884,28867
US-Mexico Border,11/01/2004 12:00:00 AM,Rail Containers Empty,34052,22640
US-Canada Border,11/01/2004 12:00:00 AM,Pedestrians,28936,61138
US-Mexico Border,11/01/2004 12:00:00 AM,Rail Containers Full,26890,19066
US-Mexico Border,11/01/2004 12:00:00 AM,Buses,20639,21748
US-Canada Border,11/01/2004 12:00:00 AM,Train Passengers,11497,20331
US-Canada Border,11/01/2004 12:00:00 AM,Buses,9542,14074
US-Canada Border,11/01/2004 12:00:00 AM,Trains,2180,2675
US-Mexico Border,11/01/2004 12:00:00 AM,Train Passengers,1002,1194
US-Mexico Border,11/01/2004 12:00:00 AM,Trains,659,592
US-Mexico Border,10/01/2004 12:00:00 AM,Personal Vehicle Passengers,15186130,17509189
US-Mexico Border,10/01/2004 12:00:00 AM,Personal Vehicles,7583139,7081580
US-Canada Border,10/01/2004 12:00:00 AM,Personal Vehicle Passengers,5254253,6823527
US-Mexico Border,10/01/2004 12:00:00 AM,Pedestrians,3808839,3848431
US-Canada Border,10/01/2004 12:00:00 AM,Personal Vehicles,2579469,2950024
US-Canada Border,10/01/2004 12:00:00 AM,Trucks,585678,543141
US-Canada Border,10/01/2004 12:00:00 AM,Truck Containers Full,496296,378456
US-Mexico Border,10/01/2004 12:00:00 AM,Trucks,376217,344134
US-Canada Border,10/01/2004 12:00:00 AM,Bus Passengers,276413,350225
US-Mexico Border,10/01/2004 12:00:00 AM,Bus Passengers,271337,274230
US-Mexico Border,10/01/2004 12:00:00 AM,Truck Containers Full,241818,187965
US-Mexico Border,10/01/2004 12:00:00 AM,Truck Containers Empty,136156,144690
US-Canada Border,10/01/2004 12:00:00 AM,Rail Containers Full,130180,88465
US-Canada Border,10/01/2004 12:00:00 AM,Truck Containers Empty,82296,63525
US-Canada Border,10/01/2004 12:00:00 AM,Pedestrians,62955,61120
US-Canada Border,10/01/2004 12:00:00 AM,Rail Containers Empty,39517,28765
US-Mexico Border,10/01/2004 12:00:00 AM,Rail Containers Empty,31715,22553
US-Mexico Border,10/01/2004 12:00:00 AM,Rail Containers Full,28124,18980
US-Mexico Border,10/01/2004 12:00:00 AM,Buses,22303,21743
US-Canada Border,10/01/2004 12:00:00 AM,Train Passengers,19741,20336
US-Canada Border,10/01/2004 12:00:00 AM,Buses,10683,14106
US-Canada Border,10/01/2004 12:00:00 AM,Trains,2741,2674
US-Mexico Border,10/01/2004 12:00:00 AM,Train Passengers,1005,1196
US-Mexico Border,10/01/2004 12:00:00 AM,Trains,671,591
US-Mexico Border,09/01/2004 12:00:00 AM,Personal Vehicle Passengers,14572074,17537430
US-Mexico Border,09/01/2004 12:00:00 AM,Personal Vehicles,7351912,7078980
US-Canada Border,09/01/2004 12:00:00 AM,Personal Vehicle Passengers,5469920,6836543
US-Mexico Border,09/01/2004 12:00:00 AM,Pedestrians,3428943,3852465
US-Canada Border,09/01/2004 12:00:00 AM,Personal Vehicles,2758081,2951870
US-Canada Border,09/01/2004 12:00:00 AM,Trucks,601749,542578
US-Canada Border,09/01/2004 12:00:00 AM,Truck Containers Full,498164,377305
US-Canada Border,09/01/2004 12:00:00 AM,Bus Passengers,386152,349880
US-Mexico Border,09/01/2004 12:00:00 AM,Trucks,369295,343892
US-Mexico Border,09/01/2004 12:00:00 AM,Bus Passengers,244162,274519
US-Mexico Border,09/01/2004 12:00:00 AM,Truck Containers Full,234611,187517
US-Mexico Border,09/01/2004 12:00:00 AM,Truck Containers Empty,138611,144749
US-Canada Border,09/01/2004 12:00:00 AM,Rail Containers Full,122446,88138
US-Canada Border,09/01/2004 12:00:00 AM,Truck Containers Empty,83707,63331
US-Canada Border,09/01/2004 12:00:00 AM,Pedestrians,71327,61022
US-Canada Border,09/01/2004 12:00:00 AM,Rail Containers Empty,38051,28676
US-Canada Border,09/01/2004 12:00:00 AM,Train Passengers,29465,20249
US-Mexico Border,09/01/2004 12:00:00 AM,Rail Containers Empty,29428,22487
US-Mexico Border,09/01/2004 12:00:00 AM,Rail Containers Full,25876,18913
US-Mexico Border,09/01/2004 12:00:00 AM,Buses,22198,21739
US-Canada Border,09/01/2004 12:00:00 AM,Buses,15046,14097
US-Canada Border,09/01/2004 12:00:00 AM,Trains,2557,2675
US-Mexico Border,09/01/2004 12:00:00 AM,Train Passengers,1024,1198
US-Mexico Border,09/01/2004 12:00:00 AM,Trains,607,591
US-Mexico Border,08/01/2004 12:00:00 AM,Personal Vehicle Passengers,16273235,17549704
US-Mexico Border,08/01/2004 12:00:00 AM,Personal Vehicles,7662322,7073317
US-Canada Border,08/01/2004 12:00:00 AM,Personal Vehicle Passengers,7589134,6829236
US-Mexico Border,08/01/2004 12:00:00 AM,Pedestrians,3981799,3851209
US-Canada Border,08/01/2004 12:00:00 AM,Personal Vehicles,3378309,2947730
US-Canada Border,08/01/2004 12:00:00 AM,Trucks,607905,541944
US-Canada Border,08/01/2004 12:00:00 AM,Truck Containers Full,512737,375990
US-Canada Border,08/01/2004 12:00:00 AM,Bus Passengers,446797,348939
US-Mexico Border,08/01/2004 12:00:00 AM,Trucks,375893,343582
US-Mexico Border,08/01/2004 12:00:00 AM,Bus Passengers,298610,274285
US-Mexico Border,08/01/2004 12:00:00 AM,Truck Containers Full,237011,187036
US-Mexico Border,08/01/2004 12:00:00 AM,Truck Containers Empty,143631,144760
US-Canada Border,08/01/2004 12:00:00 AM,Rail Containers Full,127772,87754
US-Canada Border,08/01/2004 12:00:00 AM,Pedestrians,117862,60470
US-Canada Border,08/01/2004 12:00:00 AM,Truck Containers Empty,83439,63136
US-Canada Border,08/01/2004 12:00:00 AM,Rail Containers Empty,39635,28570
US-Canada Border,08/01/2004 12:00:00 AM,Train Passengers,33333,20121
US-Mexico Border,08/01/2004 12:00:00 AM,Rail Containers Empty,30164,22413
US-Mexico Border,08/01/2004 12:00:00 AM,Rail Containers Full,27211,18833
US-Mexico Border,08/01/2004 12:00:00 AM,Buses,22734,21729
US-Canada Border,08/01/2004 12:00:00 AM,Buses,16880,14070
US-Canada Border,08/01/2004 12:00:00 AM,Trains,2792,2674
US-Mexico Border,08/01/2004 12:00:00 AM,Train Passengers,1208,1198
US-Mexico Border,08/01/2004 12:00:00 AM,Trains,700,590
US-Mexico Border,07/01/2004 12:00:00 AM,Personal Vehicle Passengers,17637200,17548846
US-Mexico Border,07/01/2004 12:00:00 AM,Personal Vehicles,7614810,7068008
US-Canada Border,07/01/2004 12:00:00 AM,Personal Vehicle Passengers,7512931,6822533
US-Mexico Border,07/01/2004 12:00:00 AM,Pedestrians,4146806,3848311
US-Canada Border,07/01/2004 12:00:00 AM,Personal Vehicles,3273262,2944538
US-Canada Border,07/01/2004 12:00:00 AM,Trucks,547983,541884
US-Canada Border,07/01/2004 12:00:00 AM,Truck Containers Full,467208,375095
US-Canada Border,07/01/2004 12:00:00 AM,Bus Passengers,450351,347945
US-Mexico Border,07/01/2004 12:00:00 AM,Trucks,366672,343355
US-Mexico Border,07/01/2004 12:00:00 AM,Bus Passengers,345435,273588
US-Mexico Border,07/01/2004 12:00:00 AM,Truck Containers Full,228597,186629
US-Canada Border,07/01/2004 12:00:00 AM,Pedestrians,186035,59239
US-Mexico Border,07/01/2004 12:00:00 AM,Truck Containers Empty,140128,144805
US-Canada Border,07/01/2004 12:00:00 AM,Rail Containers Full,115009,87486
US-Canada Border,07/01/2004 12:00:00 AM,Truck Containers Empty,75507,63015
US-Canada Border,07/01/2004 12:00:00 AM,Rail Containers Empty,38966,28468
US-Canada Border,07/01/2004 12:00:00 AM,Train Passengers,28951,20035
US-Mexico Border,07/01/2004 12:00:00 AM,Rail Containers Empty,27905,22359
US-Mexico Border,07/01/2004 12:00:00 AM,Rail Containers Full,25192,18770
US-Mexico Border,07/01/2004 12:00:00 AM,Buses,23671,21710
US-Canada Border,07/01/2004 12:00:00 AM,Buses,17649,14035
US-Canada Border,07/01/2004 12:00:00 AM,Trains,2684,2674
US-Mexico Border,07/01/2004 12:00:00 AM,Train Passengers,962,1200
US-Mexico Border,07/01/2004 12:00:00 AM,Trains,644,590
US-Mexico Border,06/01/2004 12:00:00 AM,Personal Vehicle Passengers,15472223,17569407
US-Mexico Border,06/01/2004 12:00:00 AM,Personal Vehicles,7463593,7064092
US-Canada Border,06/01/2004 12:00:00 AM,Personal Vehicle Passengers,5754678,6833106
US-Mexico Border,06/01/2004 12:00:00 AM,Pedestrians,3802239,3848767
US-Canada Border,06/01/2004 12:00:00 AM,Personal Vehicles,2806868,2945901
US-Canada Border,06/01/2004 12:00:00 AM,Trucks,621064,541100
US-Canada Border,06/01/2004 12:00:00 AM,Truck Containers Full,520658,373654
US-Canada Border,06/01/2004 12:00:00 AM,Bus Passengers,420308,347228
US-Mexico Border,06/01/2004 12:00:00 AM,Trucks,388085,342912
US-Mexico Border,06/01/2004 12:00:00 AM,Bus Passengers,269391,273629
US-Mexico Border,06/01/2004 12:00:00 AM,Truck Containers Full,245220,186049
US-Mexico Border,06/01/2004 12:00:00 AM,Truck Containers Empty,141568,144837
US-Canada Border,06/01/2004 12:00:00 AM,Rail Containers Full,127779,87087
US-Canada Border,06/01/2004 12:00:00 AM,Pedestrians,112988,58707
US-Canada Border,06/01/2004 12:00:00 AM,Truck Containers Empty,82398,62823
US-Canada Border,06/01/2004 12:00:00 AM,Rail Containers Empty,40716,28347
US-Mexico Border,06/01/2004 12:00:00 AM,Rail Containers Empty,28743,22296
US-Mexico Border,06/01/2004 12:00:00 AM,Rail Containers Full,28440,18675
US-Mexico Border,06/01/2004 12:00:00 AM,Buses,21268,21714
US-Canada Border,06/01/2004 12:00:00 AM,Buses,17342,14002
US-Canada Border,06/01/2004 12:00:00 AM,Train Passengers,16285,20072
US-Canada Border,06/01/2004 12:00:00 AM,Trains,2461,2676
US-Mexico Border,06/01/2004 12:00:00 AM,Train Passengers,1050,1201
US-Mexico Border,06/01/2004 12:00:00 AM,Trains,646,589
US-Mexico Border,05/01/2004 12:00:00 AM,Personal Vehicle Passengers,16527608,17579825
US-Mexico Border,05/01/2004 12:00:00 AM,Personal Vehicles,7817421,7056558
US-Canada Border,05/01/2004 12:00:00 AM,Personal Vehicle Passengers,5240205,6849035
US-Mexico Border,05/01/2004 12:00:00 AM,Pedestrians,3994829,3847307
US-Canada Border,05/01/2004 12:00:00 AM,Personal Vehicles,2573616,2949624
US-Canada Border,05/01/2004 12:00:00 AM,Trucks,590275,540609
US-Canada Border,05/01/2004 12:00:00 AM,Truck Containers Full,500984,372381
US-Canada Border,05/01/2004 12:00:00 AM,Bus Passengers,387322,346827
US-Mexico Border,05/01/2004 12:00:00 AM,Trucks,376800,342573
US-Mexico Border,05/01/2004 12:00:00 AM,Bus Passengers,264844,273717
US-Mexico Border,05/01/2004 12:00:00 AM,Truck Containers Full,239846,185511
US-Mexico Border,05/01/2004 12:00:00 AM,Truck Containers Empty,135992,144926
US-Canada Border,05/01/2004 12:00:00 AM,Rail Containers Full,127405,86684
US-Canada Border,05/01/2004 12:00:00 AM,Pedestrians,97272,58322
US-Canada Border,05/01/2004 12:00:00 AM,Truck Containers Empty,76907,62682
US-Canada Border,05/01/2004 12:00:00 AM,Rail Containers Empty,41881,28211
US-Mexico Border,05/01/2004 12:00:00 AM,Rail Containers Empty,31280,22206
US-Mexico Border,05/01/2004 12:00:00 AM,Rail Containers Full,28184,18580
US-Mexico Border,05/01/2004 12:00:00 AM,Buses,21827,21713
US-Canada Border,05/01/2004 12:00:00 AM,Train Passengers,14678,20126
US-Canada Border,05/01/2004 12:00:00 AM,Buses,14422,13998
US-Canada Border,05/01/2004 12:00:00 AM,Trains,2841,2674
US-Mexico Border,05/01/2004 12:00:00 AM,Train Passengers,1057,1203
US-Mexico Border,05/01/2004 12:00:00 AM,Trains,646,589
US-Mexico Border,04/01/2004 12:00:00 AM,Personal Vehicle Passengers,16005488,17595727
US-Mexico Border,04/01/2004 12:00:00 AM,Personal Vehicles,7538112,7051694
US-Canada Border,04/01/2004 12:00:00 AM,Personal Vehicle Passengers,4638758,6871361
US-Mexico Border,04/01/2004 12:00:00 AM,Pedestrians,4025599,3845506
US-Canada Border,04/01/2004 12:00:00 AM,Personal Vehicles,2302169,2956164
US-Canada Border,04/01/2004 12:00:00 AM,Trucks,578914,540222
US-Canada Border,04/01/2004 12:00:00 AM,Truck Containers Full,496071,371131
US-Mexico Border,04/01/2004 12:00:00 AM,Trucks,385200,342143
US-Mexico Border,04/01/2004 12:00:00 AM,Bus Passengers,297457,273477
US-Canada Border,04/01/2004 12:00:00 AM,Bus Passengers,295125,347350
US-Mexico Border,04/01/2004 12:00:00 AM,Truck Containers Full,248076,184879
US-Mexico Border,04/01/2004 12:00:00 AM,Truck Containers Empty,136572,145010
US-Canada Border,04/01/2004 12:00:00 AM,Rail Containers Full,129519,86252
US-Canada Border,04/01/2004 12:00:00 AM,Truck Containers Empty,76184,62545
US-Canada Border,04/01/2004 12:00:00 AM,Pedestrians,40201,58505
US-Canada Border,04/01/2004 12:00:00 AM,Rail Containers Empty,38208,28110
US-Mexico Border,04/01/2004 12:00:00 AM,Rail Containers Empty,31420,22113
US-Mexico Border,04/01/2004 12:00:00 AM,Rail Containers Full,25368,18511
US-Mexico Border,04/01/2004 12:00:00 AM,Buses,22502,21705
US-Canada Border,04/01/2004 12:00:00 AM,Train Passengers,15383,20174
US-Canada Border,04/01/2004 12:00:00 AM,Buses,12062,14017
US-Canada Border,04/01/2004 12:00:00 AM,Trains,2815,2673
US-Mexico Border,04/01/2004 12:00:00 AM,Train Passengers,1017,1205
US-Mexico Border,04/01/2004 12:00:00 AM,Trains,623,588
US-Mexico Border,03/01/2004 12:00:00 AM,Personal Vehicle Passengers,16218883,17609777
US-Mexico Border,03/01/2004 12:00:00 AM,Personal Vehicles,7891407,7043126
US-Canada Border,03/01/2004 12:00:00 AM,Personal Vehicle Passengers,4742473,6893084
US-Mexico Border,03/01/2004 12:00:00 AM,Pedestrians,4464192,3839193
US-Canada Border,03/01/2004 12:00:00 AM,Personal Vehicles,2307106,2962787
US-Canada Border,03/01/2004 12:00:00 AM,Trucks,628108,539325
US-Canada Border,03/01/2004 12:00:00 AM,Truck Containers Full,524404,369567
US-Mexico Border,03/01/2004 12:00:00 AM,Trucks,421153,341337
US-Mexico Border,03/01/2004 12:00:00 AM,Bus Passengers,295450,273253
US-Canada Border,03/01/2004 12:00:00 AM,Bus Passengers,277153,348066
US-Mexico Border,03/01/2004 12:00:00 AM,Truck Containers Full,268100,184029
US-Mexico Border,03/01/2004 12:00:00 AM,Truck Containers Empty,151427,144945
US-Canada Border,03/01/2004 12:00:00 AM,Rail Containers Full,131300,85792
US-Canada Border,03/01/2004 12:00:00 AM,Truck Containers Empty,88142,62284
US-Canada Border,03/01/2004 12:00:00 AM,Rail Containers Empty,42036,27968
US-Mexico Border,03/01/2004 12:00:00 AM,Rail Containers Empty,32108,22011
US-Canada Border,03/01/2004 12:00:00 AM,Pedestrians,29312,58802
US-Mexico Border,03/01/2004 12:00:00 AM,Rail Containers Full,25403,18441
US-Mexico Border,03/01/2004 12:00:00 AM,Buses,22994,21692
US-Canada Border,03/01/2004 12:00:00 AM,Train Passengers,14538,20231
US-Canada Border,03/01/2004 12:00:00 AM,Buses,11601,14042
US-Canada Border,03/01/2004 12:00:00 AM,Trains,2599,2674
US-Mexico Border,03/01/2004 12:00:00 AM,Train Passengers,1160,1205
US-Mexico Border,03/01/2004 12:00:00 AM,Trains,690,587
US-Mexico Border,02/01/2004 12:00:00 AM,Personal Vehicle Passengers,14798054,17638764
US-Mexico Border,02/01/2004 12:00:00 AM,Personal Vehicles,7182510,7041689
US-Canada Border,02/01/2004 12:00:00 AM,Personal Vehicle Passengers,4149933,6921364
US-Mexico Border,02/01/2004 12:00:00 AM,Pedestrians,4010017,3837432
US-Canada Border,02/01/2004 12:00:00 AM,Personal Vehicles,2134564,2971326
US-Canada Border,02/01/2004 12:00:00 AM,Trucks,544156,539275
US-Canada Border,02/01/2004 12:00:00 AM,Truck Containers Full,453693,368700
US-Mexico Border,02/01/2004 12:00:00 AM,Trucks,354664,341199
US-Mexico Border,02/01/2004 12:00:00 AM,Bus Passengers,259904,273391
US-Canada Border,02/01/2004 12:00:00 AM,Bus Passengers,248661,349091
US-Mexico Border,02/01/2004 12:00:00 AM,Truck Containers Full,226656,183590
US-Mexico Border,02/01/2004 12:00:00 AM,Truck Containers Empty,131297,145085
US-Canada Border,02/01/2004 12:00:00 AM,Rail Containers Full,119334,85446
US-Canada Border,02/01/2004 12:00:00 AM,Truck Containers Empty,78944,62112
US-Canada Border,02/01/2004 12:00:00 AM,Rail Containers Empty,35354,27892
US-Canada Border,02/01/2004 12:00:00 AM,Pedestrians,29784,59102
US-Mexico Border,02/01/2004 12:00:00 AM,Rail Containers Empty,25502,21975
US-Mexico Border,02/01/2004 12:00:00 AM,Buses,22029,21689
US-Mexico Border,02/01/2004 12:00:00 AM,Rail Containers Full,20586,18418
US-Canada Border,02/01/2004 12:00:00 AM,Train Passengers,12744,20309
US-Canada Border,02/01/2004 12:00:00 AM,Buses,10327,14080
US-Canada Border,02/01/2004 12:00:00 AM,Trains,2644,2674
US-Mexico Border,02/01/2004 12:00:00 AM,Train Passengers,977,1207
US-Mexico Border,02/01/2004 12:00:00 AM,Trains,585,587
US-Mexico Border,01/01/2004 12:00:00 AM,Personal Vehicle Passengers,15929051,17656573
US-Mexico Border,01/01/2004 12:00:00 AM,Personal Vehicles,7504925,7036863
US-Mexico Border,01/01/2004 12:00:00 AM,Pedestrians,4002387,3835713
US-Canada Border,01/01/2004 12:00:00 AM,Personal Vehicle Passengers,3881190,6953033
US-Canada Border,01/01/2004 12:00:00 AM,Personal Vehicles,2015382,2981283
US-Canada Border,01/01/2004 12:00:00 AM,Trucks,517064,539506
US-Canada Border,01/01/2004 12:00:00 AM,Truck Containers Full,439058,367967
US-Mexico Border,01/01/2004 12:00:00 AM,Trucks,357073,341034
US-Mexico Border,01/01/2004 12:00:00 AM,Bus Passengers,304241,273069
US-Canada Border,01/01/2004 12:00:00 AM,Bus Passengers,246276,350162
US-Mexico Border,01/01/2004 12:00:00 AM,Truck Containers Full,219538,183216
US-Mexico Border,01/01/2004 12:00:00 AM,Truck Containers Empty,137326,145166
US-Canada Border,01/01/2004 12:00:00 AM,Rail Containers Full,106940,85222
US-Canada Border,01/01/2004 12:00:00 AM,Truck Containers Empty,74600,61982
US-Canada Border,01/01/2004 12:00:00 AM,Rail Containers Empty,33573,27833
US-Mexico Border,01/01/2004 12:00:00 AM,Rail Containers Empty,31595,21875
US-Canada Border,01/01/2004 12:00:00 AM,Pedestrians,30452,59400
US-Mexico Border,01/01/2004 12:00:00 AM,Buses,23849,21666
US-Mexico Border,01/01/2004 12:00:00 AM,Rail Containers Full,18008,18423
US-Canada Border,01/01/2004 12:00:00 AM,Train Passengers,13906,20375
US-Canada Border,01/01/2004 12:00:00 AM,Buses,10445,14118
US-Canada Border,01/01/2004 12:00:00 AM,Trains,2217,2679
US-Mexico Border,01/01/2004 12:00:00 AM,Train Passengers,1116,1208
